date_time,id_A,ask_A,ask_vol_A,bid_A,bid_vol_A,last_A,id_B,ask_B,ask_vol_B,bid_B,bid_vol_B,last_B,spd_ask,spd_bid,spd_last,trading_date
2021-04-01 21:20:00,al2106,17445.0,50.0,17435.0,18.0,17440.0,al2107,17410.0,3.0,17405.0,10.0,17410.0,30.0,35.0,30.0,2021-04-02
2021-04-01 21:30:00,al2106,17435.0,21.0,17430.0,25.0,17435.0,al2107,17405.0,2.0,17400.0,12.0,17405.0,30.0,30.0,30.0,2021-04-02
2021-04-01 21:40:00,al2106,17415.0,38.0,17410.0,22.0,17410.0,al2107,17385.0,24.0,17375.0,18.0,17380.0,35.0,30.0,30.0,2021-04-02
2021-04-01 21:50:00,al2106,17435.0,13.0,17430.0,42.0,17435.0,al2107,17405.0,12.0,17395.0,42.0,17400.0,35.0,30.0,35.0,2021-04-02
2021-04-01 22:00:00,al2106,17455.0,53.0,17445.0,34.0,17450.0,al2107,17430.0,22.0,17425.0,38.0,17430.0,20.0,25.0,20.0,2021-04-02
2021-04-01 22:10:00,al2106,17460.0,53.0,17455.0,21.0,17455.0,al2107,17440.0,24.0,17430.0,14.0,17435.0,25.0,20.0,20.0,2021-04-02
2021-04-01 22:20:00,al2106,17445.0,36.0,17440.0,4.0,17440.0,al2107,17415.0,33.0,17410.0,3.0,17410.0,30.0,30.0,30.0,2021-04-02
2021-04-01 22:30:00,al2106,17405.0,16.0,17400.0,36.0,17400.0,al2107,17375.0,3.0,17370.0,5.0,17375.0,30.0,30.0,25.0,2021-04-02
2021-04-01 22:40:00,al2106,17425.0,25.0,17420.0,15.0,17420.0,al2107,17395.0,4.0,17390.0,5.0,17390.0,30.0,30.0,30.0,2021-04-02
2021-04-01 22:50:00,al2106,17435.0,49.0,17430.0,70.0,17430.0,al2107,17405.0,4.0,17400.0,2.0,17400.0,30.0,30.0,30.0,2021-04-02
2021-04-01 23:00:00,al2106,17440.0,27.0,17435.0,27.0,17435.0,al2107,17410.0,5.0,17405.0,1.0,17405.0,30.0,30.0,30.0,2021-04-02
2021-04-01 23:10:00,al2106,17450.0,201.0,17440.0,72.0,17445.0,al2107,17415.0,6.0,17410.0,10.0,17410.0,30.0,35.0,35.0,2021-04-02
2021-04-01 23:20:00,al2106,17430.0,13.0,17425.0,88.0,17430.0,al2107,17395.0,4.0,17390.0,4.0,17395.0,35.0,35.0,35.0,2021-04-02
2021-04-01 23:30:00,al2106,17440.0,72.0,17435.0,6.0,17435.0,al2107,17405.0,11.0,17395.0,25.0,17400.0,40.0,35.0,35.0,2021-04-02
2021-04-01 23:40:00,al2106,17450.0,129.0,17445.0,21.0,17450.0,al2107,17415.0,11.0,17405.0,16.0,17410.0,40.0,35.0,40.0,2021-04-02
2021-04-01 23:50:00,al2106,17460.0,50.0,17455.0,46.0,17460.0,al2107,17420.0,100.0,17415.0,5.0,17415.0,40.0,40.0,45.0,2021-04-02
2021-04-02 00:00:00,al2106,17480.0,54.0,17475.0,34.0,17475.0,al2107,17440.0,4.0,17430.0,24.0,17435.0,45.0,40.0,40.0,2021-04-02
2021-04-02 00:10:00,al2106,17465.0,41.0,17460.0,58.0,17465.0,al2107,17425.0,6.0,17420.0,12.0,17425.0,40.0,40.0,40.0,2021-04-02
2021-04-02 00:20:00,al2106,17465.0,71.0,17460.0,18.0,17460.0,al2107,17425.0,4.0,17420.0,8.0,17420.0,40.0,40.0,40.0,2021-04-02
2021-04-02 00:30:00,al2106,17455.0,21.0,17450.0,90.0,17455.0,al2107,17415.0,2.0,17410.0,4.0,17415.0,40.0,40.0,40.0,2021-04-02
2021-04-02 00:40:00,al2106,17460.0,21.0,17455.0,20.0,17460.0,al2107,17425.0,1.0,17420.0,9.0,17425.0,35.0,35.0,35.0,2021-04-02
2021-04-02 09:20:00,al2106,17545.0,35.0,17535.0,47.0,17540.0,al2107,17515.0,8.0,17505.0,7.0,17510.0,30.0,30.0,30.0,2021-04-02
2021-04-02 09:30:00,al2106,17550.0,12.0,17545.0,19.0,17545.0,al2107,17520.0,12.0,17510.0,24.0,17515.0,35.0,30.0,30.0,2021-04-02
2021-04-02 09:40:00,al2106,17530.0,39.0,17525.0,18.0,17525.0,al2107,17495.0,19.0,17485.0,24.0,17490.0,40.0,35.0,35.0,2021-04-02
2021-04-02 09:50:00,al2106,17465.0,4.0,17460.0,21.0,17465.0,al2107,17435.0,14.0,17430.0,3.0,17430.0,30.0,30.0,35.0,2021-04-02
2021-04-02 10:00:00,al2106,17445.0,2.0,17440.0,27.0,17445.0,al2107,17410.0,7.0,17405.0,7.0,17405.0,35.0,35.0,40.0,2021-04-02
2021-04-02 10:10:00,al2106,17435.0,1.0,17430.0,13.0,17435.0,al2107,17405.0,3.0,17395.0,1.0,17400.0,35.0,30.0,35.0,2021-04-02
2021-04-02 10:30:00,al2106,17470.0,22.0,17465.0,11.0,17465.0,al2107,17435.0,2.0,17430.0,10.0,17435.0,35.0,35.0,30.0,2021-04-02
2021-04-02 10:40:00,al2106,17500.0,59.0,17490.0,42.0,17500.0,al2107,17470.0,16.0,17460.0,10.0,17465.0,30.0,30.0,35.0,2021-04-02
2021-04-02 10:50:00,al2106,17475.0,24.0,17470.0,15.0,17470.0,al2107,17440.0,4.0,17435.0,9.0,17440.0,35.0,35.0,30.0,2021-04-02
2021-04-02 11:00:00,al2106,17505.0,15.0,17500.0,14.0,17500.0,al2107,17470.0,2.0,17465.0,10.0,17470.0,35.0,35.0,30.0,2021-04-02
2021-04-02 11:10:00,al2106,17535.0,41.0,17530.0,13.0,17535.0,al2107,17500.0,5.0,17495.0,7.0,17500.0,35.0,35.0,35.0,2021-04-02
2021-04-02 11:20:00,al2106,17560.0,2.0,17555.0,17.0,17560.0,al2107,17525.0,2.0,17510.0,2.0,17525.0,45.0,35.0,35.0,2021-04-02
2021-04-02 11:30:00,al2106,17560.0,2.0,17550.0,7.0,17555.0,al2107,17525.0,2.0,17510.0,3.0,17525.0,40.0,35.0,30.0,2021-04-02
2021-04-02 13:30:00,al2106,17460.0,27.0,17455.0,21.0,17455.0,al2107,17425.0,17.0,17420.0,3.0,17420.0,35.0,35.0,35.0,2021-04-02
2021-04-02 13:40:00,al2106,17450.0,131.0,17445.0,12.0,17450.0,al2107,17420.0,22.0,17415.0,2.0,17415.0,30.0,30.0,35.0,2021-04-02
2021-04-02 13:50:00,al2106,17460.0,50.0,17455.0,83.0,17460.0,al2107,17430.0,1.0,17425.0,10.0,17430.0,30.0,30.0,30.0,2021-04-02
2021-04-02 14:00:00,al2106,17430.0,23.0,17425.0,40.0,17430.0,al2107,17405.0,39.0,17400.0,1.0,17400.0,25.0,25.0,30.0,2021-04-02
2021-04-02 14:10:00,al2106,17410.0,79.0,17405.0,60.0,17410.0,al2107,17385.0,15.0,17375.0,18.0,17380.0,30.0,25.0,30.0,2021-04-02
2021-04-02 14:20:00,al2106,17435.0,42.0,17430.0,44.0,17435.0,al2107,17410.0,17.0,17400.0,11.0,17405.0,30.0,25.0,30.0,2021-04-02
2021-04-02 14:30:00,al2106,17470.0,55.0,17465.0,42.0,17465.0,al2107,17440.0,8.0,17435.0,8.0,17440.0,30.0,30.0,25.0,2021-04-02
2021-04-02 14:40:00,al2106,17470.0,79.0,17460.0,119.0,17460.0,al2107,17440.0,19.0,17435.0,9.0,17435.0,25.0,30.0,25.0,2021-04-02
2021-04-06 09:20:00,al2106,17545.0,42.0,17540.0,25.0,17545.0,al2107,17510.0,2.0,17505.0,8.0,17510.0,35.0,35.0,35.0,2021-04-06
2021-04-06 09:30:00,al2106,17570.0,30.0,17565.0,42.0,17565.0,al2107,17535.0,11.0,17530.0,7.0,17530.0,35.0,35.0,35.0,2021-04-06
2021-04-06 09:40:00,al2106,17560.0,49.0,17555.0,22.0,17555.0,al2107,17530.0,8.0,17525.0,1.0,17530.0,30.0,30.0,25.0,2021-04-06
2021-04-06 09:50:00,al2106,17540.0,38.0,17535.0,17.0,17535.0,al2107,17510.0,14.0,17505.0,1.0,17505.0,30.0,30.0,30.0,2021-04-06
2021-04-06 10:00:00,al2106,17535.0,43.0,17525.0,92.0,17530.0,al2107,17505.0,12.0,17495.0,18.0,17500.0,30.0,30.0,30.0,2021-04-06
2021-04-06 10:10:00,al2106,17505.0,3.0,17500.0,14.0,17500.0,al2107,17480.0,2.0,17470.0,4.0,17480.0,30.0,25.0,20.0,2021-04-06
2021-04-06 10:30:00,al2106,17510.0,14.0,17505.0,34.0,17510.0,al2107,17485.0,15.0,17475.0,14.0,17480.0,30.0,25.0,30.0,2021-04-06
2021-04-06 10:40:00,al2106,17540.0,13.0,17535.0,28.0,17540.0,al2107,17515.0,8.0,17505.0,25.0,17510.0,30.0,25.0,30.0,2021-04-06
2021-04-06 10:50:00,al2106,17520.0,20.0,17515.0,23.0,17520.0,al2107,17495.0,13.0,17490.0,1.0,17495.0,25.0,25.0,25.0,2021-04-06
2021-04-06 11:00:00,al2106,17540.0,6.0,17535.0,26.0,17540.0,al2107,17510.0,6.0,17505.0,4.0,17510.0,30.0,30.0,30.0,2021-04-06
2021-04-06 11:10:00,al2106,17545.0,6.0,17540.0,32.0,17545.0,al2107,17520.0,17.0,17510.0,16.0,17515.0,30.0,25.0,30.0,2021-04-06
2021-04-06 11:20:00,al2106,17495.0,11.0,17485.0,8.0,17490.0,al2107,17465.0,3.0,17460.0,5.0,17465.0,25.0,30.0,25.0,2021-04-06
2021-04-06 11:30:00,al2106,17490.0,3.0,17485.0,8.0,17490.0,al2107,17465.0,3.0,17460.0,4.0,17465.0,25.0,25.0,25.0,2021-04-06
2021-04-06 13:30:00,al2106,17470.0,39.0,17465.0,16.0,17465.0,al2107,17445.0,16.0,17435.0,10.0,17445.0,30.0,25.0,20.0,2021-04-06
2021-04-06 13:40:00,al2106,17480.0,29.0,17475.0,54.0,17480.0,al2107,17455.0,1.0,17450.0,5.0,17455.0,25.0,25.0,25.0,2021-04-06
2021-04-06 13:50:00,al2106,17485.0,176.0,17480.0,15.0,17480.0,al2107,17460.0,6.0,17455.0,6.0,17460.0,25.0,25.0,20.0,2021-04-06
2021-04-06 14:00:00,al2106,17475.0,22.0,17470.0,49.0,17475.0,al2107,17450.0,10.0,17445.0,11.0,17450.0,25.0,25.0,25.0,2021-04-06
2021-04-06 14:10:00,al2106,17490.0,43.0,17485.0,35.0,17485.0,al2107,17465.0,7.0,17460.0,7.0,17465.0,25.0,25.0,20.0,2021-04-06
2021-04-06 14:20:00,al2106,17500.0,9.0,17495.0,28.0,17500.0,al2107,17475.0,12.0,17470.0,1.0,17475.0,25.0,25.0,25.0,2021-04-06
2021-04-06 14:30:00,al2106,17490.0,8.0,17485.0,42.0,17490.0,al2107,17465.0,7.0,17460.0,2.0,17460.0,25.0,25.0,30.0,2021-04-06
2021-04-06 14:40:00,al2106,17505.0,27.0,17500.0,20.0,17505.0,al2107,17475.0,33.0,17470.0,24.0,17475.0,30.0,30.0,30.0,2021-04-06
2021-04-06 21:20:00,al2106,17550.0,7.0,17545.0,22.0,17550.0,al2107,17525.0,24.0,17515.0,5.0,17520.0,30.0,25.0,30.0,2021-04-07
2021-04-06 21:30:00,al2106,17565.0,40.0,17560.0,36.0,17560.0,al2107,17535.0,15.0,17525.0,59.0,17530.0,35.0,30.0,30.0,2021-04-07
2021-04-06 21:40:00,al2106,17540.0,96.0,17535.0,28.0,17535.0,al2107,17510.0,5.0,17500.0,22.0,17505.0,35.0,30.0,30.0,2021-04-07
2021-04-06 21:50:00,al2106,17550.0,280.0,17545.0,6.0,17545.0,al2107,17520.0,12.0,17510.0,12.0,17515.0,35.0,30.0,30.0,2021-04-07
2021-04-06 22:00:00,al2106,17535.0,59.0,17525.0,83.0,17535.0,al2107,17505.0,8.0,17495.0,14.0,17500.0,30.0,30.0,35.0,2021-04-07
2021-04-06 22:10:00,al2106,17520.0,50.0,17515.0,1.0,17515.0,al2107,17490.0,13.0,17480.0,16.0,17485.0,35.0,30.0,30.0,2021-04-07
2021-04-06 22:20:00,al2106,17530.0,26.0,17525.0,21.0,17525.0,al2107,17505.0,25.0,17495.0,107.0,17500.0,30.0,25.0,25.0,2021-04-07
2021-04-06 22:30:00,al2106,17555.0,24.0,17550.0,19.0,17555.0,al2107,17525.0,9.0,17520.0,3.0,17520.0,30.0,30.0,35.0,2021-04-07
2021-04-06 22:40:00,al2106,17545.0,73.0,17540.0,4.0,17540.0,al2107,17515.0,16.0,17505.0,32.0,17510.0,35.0,30.0,30.0,2021-04-07
2021-04-06 22:50:00,al2106,17550.0,57.0,17540.0,42.0,17545.0,al2107,17515.0,4.0,17510.0,20.0,17515.0,30.0,35.0,30.0,2021-04-07
2021-04-06 23:00:00,al2106,17550.0,82.0,17545.0,7.0,17545.0,al2107,17520.0,86.0,17510.0,17.0,17515.0,35.0,30.0,30.0,2021-04-07
2021-04-06 23:10:00,al2106,17550.0,74.0,17545.0,28.0,17550.0,al2107,17520.0,90.0,17510.0,20.0,17515.0,35.0,30.0,35.0,2021-04-07
2021-04-06 23:20:00,al2106,17555.0,47.0,17550.0,25.0,17550.0,al2107,17530.0,14.0,17520.0,15.0,17525.0,30.0,25.0,25.0,2021-04-07
2021-04-06 23:30:00,al2106,17560.0,61.0,17555.0,31.0,17555.0,al2107,17535.0,13.0,17525.0,10.0,17530.0,30.0,25.0,25.0,2021-04-07
2021-04-06 23:40:00,al2106,17550.0,26.0,17545.0,19.0,17545.0,al2107,17525.0,5.0,17515.0,11.0,17520.0,30.0,25.0,25.0,2021-04-07
2021-04-06 23:50:00,al2106,17555.0,35.0,17550.0,29.0,17550.0,al2107,17525.0,1.0,17520.0,9.0,17520.0,30.0,30.0,30.0,2021-04-07
