date_time,id_A,ask_A,ask_vol_A,bid_A,bid_vol_A,last_A,id_B,ask_B,ask_vol_B,bid_B,bid_vol_B,last_B,spd_ask,spd_bid,spd_last,trading_date
2020-12-28 21:20:00,al2103,15475.0,7.0,15470.0,19.0,15475.0,al2104,15420.0,2.0,15415.0,23.0,15420.0,55.0,55.0,55.0,2020-12-29
2020-12-28 21:30:00,al2103,15475.0,15.0,15470.0,34.0,15475.0,al2104,15420.0,18.0,15415.0,1.0,15420.0,55.0,55.0,55.0,2020-12-29
2020-12-28 21:40:00,al2103,15465.0,17.0,15460.0,22.0,15460.0,al2104,15405.0,2.0,15400.0,22.0,15405.0,60.0,60.0,55.0,2020-12-29
2020-12-28 21:50:00,al2103,15475.0,35.0,15470.0,22.0,15475.0,al2104,15415.0,2.0,15410.0,8.0,15415.0,60.0,60.0,60.0,2020-12-29
2020-12-28 22:00:00,al2103,15490.0,19.0,15485.0,44.0,15490.0,al2104,15430.0,17.0,15425.0,10.0,15430.0,60.0,60.0,60.0,2020-12-29
2020-12-28 22:10:00,al2103,15515.0,10.0,15510.0,11.0,15515.0,al2104,15455.0,1.0,15450.0,7.0,15450.0,60.0,60.0,65.0,2020-12-29
2020-12-28 22:20:00,al2103,15485.0,5.0,15480.0,31.0,15485.0,al2104,15435.0,9.0,15425.0,14.0,15430.0,55.0,50.0,55.0,2020-12-29
2020-12-28 22:30:00,al2103,15465.0,23.0,15460.0,8.0,15460.0,al2104,15410.0,6.0,15405.0,2.0,15405.0,55.0,55.0,55.0,2020-12-29
2020-12-28 22:40:00,al2103,15455.0,10.0,15450.0,16.0,15450.0,al2104,15400.0,2.0,15395.0,6.0,15400.0,55.0,55.0,50.0,2020-12-29
2020-12-28 22:50:00,al2103,15460.0,14.0,15455.0,29.0,15455.0,al2104,15405.0,10.0,15395.0,6.0,15400.0,60.0,55.0,55.0,2020-12-29
2020-12-28 23:00:00,al2103,15465.0,4.0,15460.0,23.0,15465.0,al2104,15410.0,1.0,15405.0,10.0,15410.0,55.0,55.0,55.0,2020-12-29
2020-12-28 23:10:00,al2103,15480.0,14.0,15475.0,2.0,15475.0,al2104,15425.0,8.0,15415.0,4.0,15425.0,60.0,55.0,50.0,2020-12-29
2020-12-28 23:20:00,al2103,15485.0,2.0,15480.0,11.0,15480.0,al2104,15425.0,3.0,15420.0,1.0,15425.0,60.0,60.0,55.0,2020-12-29
2020-12-28 23:30:00,al2103,15490.0,21.0,15485.0,8.0,15485.0,al2104,15430.0,8.0,15420.0,5.0,15420.0,65.0,60.0,65.0,2020-12-29
2020-12-28 23:40:00,al2103,15475.0,8.0,15470.0,14.0,15470.0,al2104,15415.0,5.0,15410.0,1.0,15410.0,60.0,60.0,60.0,2020-12-29
2020-12-28 23:50:00,al2103,15460.0,9.0,15455.0,8.0,15455.0,al2104,15400.0,2.0,15395.0,1.0,15395.0,60.0,60.0,60.0,2020-12-29
2020-12-29 00:00:00,al2103,15470.0,6.0,15465.0,7.0,15470.0,al2104,15410.0,6.0,15400.0,6.0,15405.0,65.0,60.0,65.0,2020-12-29
2020-12-29 00:10:00,al2103,15480.0,5.0,15475.0,7.0,15480.0,al2104,15420.0,4.0,15410.0,9.0,15415.0,65.0,60.0,65.0,2020-12-29
2020-12-29 00:20:00,al2103,15475.0,6.0,15470.0,11.0,15470.0,al2104,15420.0,5.0,15410.0,3.0,15410.0,60.0,55.0,60.0,2020-12-29
2020-12-29 00:30:00,al2103,15485.0,10.0,15480.0,8.0,15485.0,al2104,15425.0,2.0,15420.0,11.0,15425.0,60.0,60.0,60.0,2020-12-29
2020-12-29 00:40:00,al2103,15480.0,7.0,15475.0,16.0,15480.0,al2104,15425.0,2.0,15420.0,4.0,15430.0,55.0,55.0,50.0,2020-12-29
2020-12-29 09:20:00,al2103,15455.0,18.0,15450.0,22.0,15450.0,al2104,15400.0,3.0,15395.0,5.0,15400.0,55.0,55.0,50.0,2020-12-29
2020-12-29 09:30:00,al2103,15400.0,38.0,15395.0,8.0,15395.0,al2104,15350.0,12.0,15345.0,5.0,15345.0,50.0,50.0,50.0,2020-12-29
2020-12-29 09:40:00,al2103,15390.0,33.0,15380.0,77.0,15385.0,al2104,15340.0,3.0,15335.0,4.0,15335.0,45.0,50.0,50.0,2020-12-29
