date_time,id_A,ask_A,ask_vol_A,bid_A,bid_vol_A,last_A,id_B,ask_B,ask_vol_B,bid_B,bid_vol_B,last_B,spd_ask,spd_bid,spd_last,trading_date
2019-11-20 21:20:00,al2002,13825.0,158.0,13820.0,39.0,13825.0,al2003,13835.0,9.0,13830.0,50.0,13835.0,-10.0,-10.0,-10.0,2019-11-21
2019-11-20 21:30:00,al2002,13830.0,132.0,13825.0,84.0,13825.0,al2003,13840.0,11.0,13835.0,48.0,13835.0,-10.0,-10.0,-10.0,2019-11-21
2019-11-20 21:40:00,al2002,13825.0,68.0,13820.0,65.0,13820.0,al2003,13835.0,11.0,13830.0,62.0,13835.0,-10.0,-10.0,-15.0,2019-11-21
2019-11-20 21:50:00,al2002,13820.0,4.0,13815.0,96.0,13820.0,al2003,13835.0,27.0,13830.0,25.0,13830.0,-15.0,-15.0,-10.0,2019-11-21
2019-11-20 22:00:00,al2002,13820.0,43.0,13815.0,40.0,13820.0,al2003,13830.0,19.0,13825.0,43.0,13825.0,-10.0,-10.0,-5.0,2019-11-21
2019-11-20 22:10:00,al2002,13805.0,159.0,13800.0,17.0,13800.0,al2003,13815.0,15.0,13810.0,25.0,13810.0,-10.0,-10.0,-10.0,2019-11-21
2019-11-20 22:20:00,al2002,13805.0,114.0,13800.0,64.0,13800.0,al2003,13820.0,24.0,13815.0,7.0,13815.0,-15.0,-15.0,-15.0,2019-11-21
2019-11-20 22:30:00,al2002,13790.0,10.0,13785.0,47.0,13790.0,al2003,13805.0,20.0,13800.0,1.0,13805.0,-15.0,-15.0,-15.0,2019-11-21
2019-11-20 22:40:00,al2002,13795.0,52.0,13790.0,73.0,13795.0,al2003,13810.0,32.0,13800.0,42.0,13805.0,-10.0,-15.0,-10.0,2019-11-21
2019-11-20 22:50:00,al2002,13800.0,6.0,13795.0,102.0,13800.0,al2003,13815.0,38.0,13805.0,42.0,13810.0,-10.0,-15.0,-10.0,2019-11-21
2019-11-20 23:00:00,al2002,13805.0,56.0,13795.0,131.0,13800.0,al2003,13815.0,16.0,13810.0,6.0,13810.0,-15.0,-10.0,-10.0,2019-11-21
2019-11-20 23:10:00,al2002,13805.0,55.0,13795.0,91.0,13800.0,al2003,13815.0,31.0,13810.0,2.0,13810.0,-15.0,-10.0,-10.0,2019-11-21
2019-11-20 23:20:00,al2002,13805.0,16.0,13800.0,35.0,13805.0,al2003,13820.0,25.0,13815.0,4.0,13815.0,-15.0,-15.0,-10.0,2019-11-21
2019-11-20 23:30:00,al2002,13810.0,43.0,13805.0,6.0,13805.0,al2003,13820.0,10.0,13815.0,13.0,13815.0,-10.0,-10.0,-10.0,2019-11-21
2019-11-20 23:40:00,al2002,13815.0,16.0,13810.0,10.0,13810.0,al2003,13830.0,16.0,13820.0,15.0,13825.0,-10.0,-15.0,-15.0,2019-11-21
2019-11-20 23:50:00,al2002,13815.0,39.0,13810.0,16.0,13810.0,al2003,13830.0,22.0,13820.0,16.0,13825.0,-10.0,-15.0,-15.0,2019-11-21
2019-11-21 00:00:00,al2002,13815.0,11.0,13810.0,16.0,13810.0,al2003,13830.0,31.0,13820.0,19.0,13830.0,-10.0,-15.0,-20.0,2019-11-21
2019-11-21 00:10:00,al2002,13820.0,36.0,13810.0,66.0,13815.0,al2003,13835.0,16.0,13825.0,10.0,13825.0,-15.0,-15.0,-10.0,2019-11-21
2019-11-21 00:20:00,al2002,13825.0,42.0,13820.0,10.0,13825.0,al2003,13835.0,6.0,13830.0,15.0,13835.0,-10.0,-10.0,-10.0,2019-11-21
2019-11-21 00:30:00,al2002,13820.0,7.0,13815.0,23.0,13820.0,al2003,13835.0,11.0,13825.0,24.0,13830.0,-10.0,-15.0,-10.0,2019-11-21
2019-11-21 00:40:00,al2002,13825.0,3.0,13820.0,16.0,13825.0,al2003,13840.0,14.0,13835.0,5.0,13835.0,-15.0,-15.0,-10.0,2019-11-21
2019-11-21 09:20:00,al2002,13810.0,91.0,13805.0,99.0,13810.0,al2003,13820.0,19.0,13815.0,62.0,13820.0,-10.0,-10.0,-10.0,2019-11-21
2019-11-21 09:30:00,al2002,13795.0,78.0,13790.0,11.0,13790.0,al2003,13805.0,41.0,13795.0,92.0,13800.0,-5.0,-10.0,-10.0,2019-11-21
2019-11-21 09:40:00,al2002,13810.0,66.0,13805.0,105.0,13805.0,al2003,13820.0,25.0,13815.0,51.0,13820.0,-10.0,-10.0,-15.0,2019-11-21
2019-11-21 09:50:00,al2002,13815.0,84.0,13810.0,49.0,13810.0,al2003,13825.0,39.0,13820.0,17.0,13825.0,-10.0,-10.0,-15.0,2019-11-21
2019-11-21 10:00:00,al2002,13815.0,47.0,13810.0,34.0,13815.0,al2003,13825.0,77.0,13820.0,7.0,13820.0,-10.0,-10.0,-5.0,2019-11-21
2019-11-21 10:10:00,al2002,13820.0,146.0,13815.0,47.0,13820.0,al2003,13830.0,3.0,13825.0,13.0,13830.0,-10.0,-10.0,-10.0,2019-11-21
2019-11-21 10:30:00,al2002,13800.0,17.0,13795.0,97.0,13800.0,al2003,13810.0,13.0,13805.0,36.0,13810.0,-10.0,-10.0,-10.0,2019-11-21
2019-11-21 10:40:00,al2002,13805.0,138.0,13800.0,46.0,13810.0,al2003,13815.0,17.0,13810.0,17.0,13815.0,-10.0,-10.0,-5.0,2019-11-21
2019-11-21 10:50:00,al2002,13800.0,70.0,13795.0,30.0,13795.0,al2003,13810.0,22.0,13805.0,20.0,13805.0,-10.0,-10.0,-10.0,2019-11-21
2019-11-21 11:00:00,al2002,13790.0,70.0,13785.0,142.0,13790.0,al2003,13800.0,40.0,13795.0,8.0,13800.0,-10.0,-10.0,-10.0,2019-11-21
2019-11-21 11:10:00,al2002,13790.0,95.0,13785.0,109.0,13790.0,al2003,13800.0,28.0,13790.0,76.0,13795.0,-5.0,-10.0,-5.0,2019-11-21
2019-11-21 11:20:00,al2002,13795.0,19.0,13790.0,21.0,13795.0,al2003,13805.0,12.0,13795.0,10.0,13805.0,-5.0,-10.0,-10.0,2019-11-21
2019-11-21 11:30:00,al2002,13795.0,19.0,13790.0,21.0,13795.0,al2003,13805.0,12.0,13795.0,10.0,13805.0,-5.0,-10.0,-10.0,2019-11-21
2019-11-21 13:30:00,al2002,13800.0,172.0,13790.0,153.0,13795.0,al2003,13805.0,5.0,13800.0,65.0,13805.0,-10.0,-5.0,-10.0,2019-11-21
2019-11-21 13:40:00,al2002,13800.0,126.0,13795.0,75.0,13800.0,al2003,13810.0,24.0,13805.0,15.0,13805.0,-10.0,-10.0,-5.0,2019-11-21
2019-11-21 13:50:00,al2002,13815.0,75.0,13810.0,30.0,13810.0,al2003,13825.0,24.0,13820.0,4.0,13820.0,-10.0,-10.0,-10.0,2019-11-21
2019-11-21 14:00:00,al2002,13810.0,28.0,13805.0,78.0,13810.0,al2003,13820.0,51.0,13815.0,7.0,13810.0,-10.0,-10.0,0.0,2019-11-21
2019-11-21 14:10:00,al2002,13810.0,54.0,13805.0,68.0,13805.0,al2003,13820.0,57.0,13815.0,7.0,13815.0,-10.0,-10.0,-10.0,2019-11-21
2019-11-21 14:20:00,al2002,13820.0,154.0,13815.0,47.0,13820.0,al2003,13830.0,78.0,13825.0,12.0,13825.0,-10.0,-10.0,-5.0,2019-11-21
2019-11-21 14:30:00,al2002,13810.0,12.0,13805.0,71.0,13810.0,al2003,13825.0,74.0,13815.0,21.0,13820.0,-10.0,-15.0,-10.0,2019-11-21
2019-11-21 14:40:00,al2002,13800.0,32.0,13795.0,85.0,13800.0,al2003,13815.0,68.0,13805.0,30.0,13810.0,-10.0,-15.0,-10.0,2019-11-21
2019-11-21 21:20:00,al2002,13810.0,132.0,13805.0,26.0,13805.0,al2003,13820.0,32.0,13815.0,12.0,13815.0,-10.0,-10.0,-10.0,2019-11-22
2019-11-21 21:30:00,al2002,13815.0,98.0,13810.0,175.0,13815.0,al2003,13825.0,17.0,13820.0,9.0,13825.0,-10.0,-10.0,-10.0,2019-11-22
2019-11-21 21:40:00,al2002,13820.0,197.0,13815.0,15.0,13815.0,al2003,13830.0,30.0,13825.0,13.0,13825.0,-10.0,-10.0,-10.0,2019-11-22
2019-11-21 21:50:00,al2002,13820.0,183.0,13815.0,41.0,13820.0,al2003,13830.0,29.0,13825.0,12.0,13830.0,-10.0,-10.0,-10.0,2019-11-22
2019-11-21 22:00:00,al2002,13815.0,15.0,13810.0,44.0,13810.0,al2003,13830.0,55.0,13825.0,4.0,13825.0,-15.0,-15.0,-15.0,2019-11-22
2019-11-21 22:10:00,al2002,13815.0,44.0,13810.0,13.0,13810.0,al2003,13825.0,35.0,13820.0,1.0,13820.0,-10.0,-10.0,-10.0,2019-11-22
2019-11-21 22:20:00,al2002,13815.0,48.0,13810.0,24.0,13810.0,al2003,13825.0,18.0,13820.0,6.0,13825.0,-10.0,-10.0,-15.0,2019-11-22
2019-11-21 22:30:00,al2002,13810.0,33.0,13805.0,66.0,13810.0,al2003,13825.0,52.0,13820.0,1.0,13820.0,-15.0,-15.0,-10.0,2019-11-22
2019-11-21 22:40:00,al2002,13805.0,50.0,13800.0,212.0,13800.0,al2003,13815.0,21.0,13810.0,1.0,13815.0,-10.0,-10.0,-15.0,2019-11-22
2019-11-21 22:50:00,al2002,13810.0,47.0,13805.0,17.0,13805.0,al2003,13820.0,16.0,13815.0,1.0,13815.0,-10.0,-10.0,-10.0,2019-11-22
2019-11-21 23:00:00,al2002,13810.0,21.0,13805.0,45.0,13810.0,al2003,13820.0,11.0,13815.0,11.0,13815.0,-10.0,-10.0,-5.0,2019-11-22
2019-11-21 23:10:00,al2002,13815.0,82.0,13810.0,50.0,13815.0,al2003,13825.0,13.0,13820.0,20.0,13820.0,-10.0,-10.0,-5.0,2019-11-22
