,CU.SHF,ZN.SHF,AL.SHF,PB.SHF,NI.SHF,SN.SHF,RB.SHF,WR.SHF,HC.SHF,SS.SHF,BU.SHF,AU.SHF,AG.SHF,FU.SHF,RU.SHF,SP.SHF,C.DCE,CS.DCE,M.DCE,A.DCE,B.DCE,Y.DCE,P.DCE,FB.DCE,BB.DCE,JD.DCE,RR.DCE,L.DCE,V.DCE,PP.DCE,J.DCE,JM.DCE,I.DCE,EG.DCE,EB.DCE,PG.DCE,SC.INE,LU.INE,NR.INE,SR.CZC,CF.CZC,CY.CZC,ZC.CZC,FG.CZC,TA.CZC,MA.CZC,UR.CZC,SA.CZC,WH.CZC,PM.CZC,RI.CZC,LR.CZC,JR.CZC,RS.CZC,OI.CZC,RM.CZC,SF.CZC,SM.CZC,AP.CZC,CJ.CZC
2018-02-14,CU1804.SHF,ZN1804.SHF,AL1804.SHF,PB1804.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1803.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1803.SHF,RU1805.SHF,,C1805.DCE,CS1805.DCE,M1805.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR803.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-02-22,CU1804.SHF,ZN1804.SHF,AL1804.SHF,PB1804.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1803.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1803.SHF,RU1805.SHF,,C1805.DCE,CS1805.DCE,M1805.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR803.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-02-23,CU1804.SHF,ZN1804.SHF,AL1804.SHF,PB1804.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1803.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1803.SHF,RU1805.SHF,,C1805.DCE,CS1805.DCE,M1805.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR803.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-02-26,CU1804.SHF,ZN1804.SHF,AL1804.SHF,PB1804.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1803.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1803.SHF,RU1805.SHF,,C1805.DCE,CS1805.DCE,M1805.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR803.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-02-27,CU1804.SHF,ZN1804.SHF,AL1804.SHF,PB1804.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1803.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1803.SHF,RU1805.SHF,,C1805.DCE,CS1805.DCE,M1805.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI901.CZC,LR805.CZC,JR803.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-02-28,CU1804.SHF,ZN1804.SHF,AL1804.SHF,PB1804.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1803.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1805.DCE,CS1805.DCE,M1805.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR803.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-01,CU1805.SHF,ZN1804.SHF,AL1805.SHF,PB1804.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1803.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1805.DCE,CS1805.DCE,M1805.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR803.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-02,CU1805.SHF,ZN1804.SHF,AL1805.SHF,PB1804.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1803.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1805.DCE,CS1805.DCE,M1805.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-05,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1804.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1803.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1805.DCE,CS1805.DCE,M1805.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-06,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1804.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1803.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1805.DCE,CS1805.DCE,M1805.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-07,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1804.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1803.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1805.DCE,CS1805.DCE,M1805.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-08,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1804.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1803.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1805.DCE,CS1805.DCE,M1805.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-09,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1804.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1803.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1805.DCE,CS1805.DCE,M1805.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-12,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1804.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1803.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1805.DCE,CS1805.DCE,M1805.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-13,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1804.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1803.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1805.DCE,CS1805.DCE,M1805.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR803.CZC,JR807.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-14,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1805.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1803.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1805.DCE,CS1805.DCE,M1805.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-15,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1805.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1804.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1809.DCE,CS1805.DCE,M1809.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-16,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1805.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1804.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1809.DCE,CS1805.DCE,M1809.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-19,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1805.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1805.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1809.DCE,CS1805.DCE,M1809.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-20,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1805.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1805.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1809.DCE,CS1805.DCE,M1809.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1805.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI805.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-21,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1805.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1805.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1809.DCE,CS1805.DCE,M1809.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1809.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI809.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-22,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1805.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1805.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1809.DCE,CS1805.DCE,M1809.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1809.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI811.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI809.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-23,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1805.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1805.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1809.DCE,CS1805.DCE,M1809.DCE,A1805.DCE,B1809.DCE,Y1805.DCE,P1809.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF805.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI809.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-26,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1805.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1805.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1809.DCE,CS1805.DCE,M1809.DCE,A1805.DCE,B1809.DCE,Y1809.DCE,P1809.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF809.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA805.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI809.CZC,RM805.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-27,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1805.SHF,NI1805.SHF,SN1805.SHF,RB1805.SHF,WR1804.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1809.DCE,CS1805.DCE,M1809.DCE,A1805.DCE,B1809.DCE,Y1809.DCE,P1809.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF809.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA809.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI809.CZC,RM809.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-28,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1805.SHF,NI1805.SHF,SN1805.SHF,RB1810.SHF,WR1804.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1805.SHF,,C1809.DCE,CS1805.DCE,M1809.DCE,A1805.DCE,B1809.DCE,Y1809.DCE,P1809.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF809.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA809.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI807.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI809.CZC,RM809.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-29,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1805.SHF,NI1807.SHF,SN1805.SHF,RB1810.SHF,WR1804.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1804.SHF,RU1809.SHF,,C1809.DCE,CS1805.DCE,M1809.DCE,A1805.DCE,B1809.DCE,Y1809.DCE,P1809.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR805.CZC,CF809.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA809.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI811.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI809.CZC,RM809.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-03-30,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1805.SHF,NI1807.SHF,SN1805.SHF,RB1810.SHF,WR1804.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1805.SHF,RU1809.SHF,,C1809.DCE,CS1805.DCE,M1809.DCE,A1805.DCE,B1809.DCE,Y1809.DCE,P1809.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR809.CZC,CF809.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA809.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI811.CZC,LR809.CZC,JR807.CZC,RS809.CZC,OI809.CZC,RM809.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-04-02,CU1805.SHF,ZN1805.SHF,AL1805.SHF,PB1805.SHF,NI1807.SHF,SN1805.SHF,RB1810.SHF,WR1804.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1805.SHF,RU1809.SHF,,C1809.DCE,CS1809.DCE,M1809.DCE,A1805.DCE,B1809.DCE,Y1809.DCE,P1809.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR809.CZC,CF809.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA809.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI811.CZC,LR809.CZC,JR807.CZC,RS809.CZC,OI809.CZC,RM809.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-04-03,CU1805.SHF,ZN1806.SHF,AL1805.SHF,PB1805.SHF,NI1807.SHF,SN1805.SHF,RB1810.SHF,WR1804.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1805.SHF,RU1809.SHF,,C1809.DCE,CS1809.DCE,M1809.DCE,A1805.DCE,B1809.DCE,Y1809.DCE,P1809.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1805.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1805.DCE,,,,SC1809.INE,,,SR809.CZC,CF809.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA809.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI811.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI809.CZC,RM809.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
2018-04-04,CU1805.SHF,ZN1806.SHF,AL1805.SHF,PB1805.SHF,NI1807.SHF,SN1805.SHF,RB1810.SHF,WR1804.SHF,HC1805.SHF,,BU1806.SHF,AU1806.SHF,AG1806.SHF,FU1805.SHF,RU1809.SHF,,C1809.DCE,CS1809.DCE,M1809.DCE,A1805.DCE,B1809.DCE,Y1809.DCE,P1809.DCE,FB1808.DCE,BB1805.DCE,JD1805.DCE,,L1809.DCE,V1805.DCE,PP1805.DCE,J1805.DCE,JM1805.DCE,I1809.DCE,,,,SC1809.INE,,,SR809.CZC,CF809.CZC,CY809.CZC,ZC805.CZC,FG805.CZC,TA809.CZC,MA805.CZC,,,WH805.CZC,PM805.CZC,RI811.CZC,LR805.CZC,JR807.CZC,RS809.CZC,OI809.CZC,RM809.CZC,SF805.CZC,SM805.CZC,AP805.CZC,
